% Model,main.mph
% Version,COMSOL 5.3.1.275
% Date,"Aug 24 2019, 07:38"
% Table,no_soil_adsorption {tbl10} - 
% Time (h),p_in (Pa),alpha (1),c_in (ug/m^3),j_ck (ug/(m^2*s)),m_ads (g),c_ads (mol/kg),c_ads/c (1),alpha_ck (1),n_ck (ug/s),c_soil (ug/m^3),u_ck (cm/h),Pe (1)
35.635895540046995,15,3.634094963390528E-6,0.09549674744797627,1.3075115431923637E-4,0,0,0,0.00548702022410159,5.2248161265965675E-5,144.18791744894162,-4.36994687348582,-0.01981985609630657
36.33197447058766,15,3.4931061886422624E-6,0.09179184442514135,1.2567838171702198E-4,0,0,0,0.00527996417757495,5.022108133412085E-5,138.74689865831456,-4.369946873484498,-0.01983405390561675
37.02805340112833,15,3.3672601495193723E-6,0.08848486220907005,1.2115044323862181E-4,0,0,0,0.005094344446477018,4.8411717118152174E-5,133.869183364523,-4.3699468734843885,-0.0198472173465185
37.724132331669004,15,3.2540103008034E-6,0.08550888268451172,1.1707571510533603E-4,0,0,0,0.0049266934081462896,4.678345575609122E-5,129.46364937926822,-4.369946873484443,-0.019859520206601162
38.42021126220967,15,3.151378277018212E-6,0.08281191836348456,1.1338301624175986E-4,0,0,0,0.004774286648171622,4.530785329020622E-5,125.45870454065381,-4.369946873484467,-0.0198710956756087
39.11629019275034,15,3.0578019014921268E-6,0.08035291836741008,1.1001613984026372E-4,0,0,0,0.004634952368252182,4.396244948016839E-5,121.79727833293083,-4.369946873484467,-0.019882047191385054
39.81236912329101,15,2.972027768426985E-6,0.0780989456987243,1.0692998851579983E-4,0,0,0,0.004506934081365161,4.272922341091265E-5,118.43321379011361,-4.369946873484467,-0.01989245652770047
40.508448053831685,15,2.893035565028676E-6,0.07602318857782354,1.0408785149759003E-4,0,0,0,0.004388792245444907,4.159350545843603E-5,115.32868262580119,-4.369946873484465,-0.019902389559130523
41.90060591491302,15,2.751368696211065E-6,0.07230046659903436,9.899068399707647E-5,0,0,0,0.004176406934079672,3.955667732523086E-5,109.74762141374548,-4.369946873484464,-0.019921221808703798
43.29276377599436,15,2.628530498710239E-6,0.06907252444510766,9.457097400199491E-5,0,0,0,0.003991685223795414,3.779056121119631E-5,104.8935043108958,-4.369946873484467,-0.019938675151621704
